Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Denmark,DNK,17520.7464776552,18508.6964401749,19405.8956842218,19376.2803360642,21003.910993375,21790.2312308939,22208.4289164776,23330.9951603698,24546.6538531,26071.0399461977,26356.1270235795,27005.3650723112,27871.0435404766,29010.5191457583,28597.3223069695,28112.9709503213,29723.0911052326,30218.9600410319,30853.3720106472,32025.1913498041,31745.9167880971,31519.6358133961,32770.4867216483,33663.5864707769,35142.7674562678,36587.4452915,38268.0683940959,38396.5670749076,38482.6663594586,38727.7183764143,39306.7939232431,39776.5961774467,40447.2328284958,40280.8935863909,42270.6520867615,43328.5293418439,44331.6199637443,45546.5896151864,46437.1921069175,47657.1731901716,49266.9882757886,49557.1509962227,49624.5965359582,49708.0909084109,50956.3045398814,52015.1841169021,53823.1590295482,54113.9771471341,53572.5346568185,50635.9118061988,51209.4492757775,51667.5313210425,51470.689845427,51970.3909324806,52368.3625969272,53094.0133607574,54300.2039621991,55601.0145717787,56355.0733084714,57114.6227336347,55934.5555945523,59803.9202218941,60248.671222365,61295.9818625045,63229.9479713724
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Djibouti,DJI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2140.13769442336,2253.14082249768,2376.12554719873,2502.85181449431,2596.45134698268,2677.1650334451,2781.94350113484,2773.40661780097,2854.15987035097,2959.78673011268,3134.30076618172,3276.07867821377
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Dominica,DMA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3222.03445602807,3545.92645492317,2885.5951976828,3266.22842715523,3624.75009709886,3789.84213980664,3904.07087573657,4085.35549372837,4161.42448954896,4476.86828445206,4784.91430397708,5189.25475375496,5212.9284610785,5536.87901663923,5638.30709879675,5750.3255972116,5865.4762401527,5863.78283825603,6042.20177483025,6235.05937303941,6381.53987307809,6639.15945984419,6687.23996694847,6879.59746131755,6897.65674086518,6676.97271467957,7047.66189595946,7323.8530008275,7381.74728529453,7698.53701483824,8106.18951878325,8682.57378179773,8582.71481435718,8574.27308682238,8553.8384670104,8532.34388117289,8459.6586988024,8576.26367623609,8282.59874702141,8499.52291903149,7985.6341102129,8261.16492553236,8624.51695993537,7302.94454951254,7738.31730070386,8590.92209069816,8946.98822588042,9172.71049624795
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Dominican Republic,DOM,1375.70722441446,1302.09311295911,1477.33268421226,1525.89213859357,1580.5448060214,1343.16948780225,1480.13901665748,1485.05706405048,1446.25743538776,1558.83667851989,1791.74554486529,1931.67320638194,2073.93932780423,2277.57291281564,2349.43576348151,2406.52288317358,2502.18412803502,2560.10264345997,2549.46562523603,2599.28947919132,2738.15968545396,2787.51516595226,2769.43026558087,2831.5437390584,2802.38052005369,2682.5999751972,2717.57529794529,2929.52596237452,2930.1670825539,2995.08174979838,2772.77065608381,2741.93908143923,2989.60630229953,3147.67060324766,3167.94494108567,3286.36149249382,3419.50600399521,3659.50819044162,3840.8718026365,4004.19876842647,4123.10573163115,4158.98430282429,4280.80182397408,4162.66686117661,4212.01044121773,4549.24957008857,4904.71715839398,5204.78500652254,5308.92664966814,5294.64953374426,5666.45633430206,5773.57403459156,5860.29893321013,6075.03399972737,6430.27811051339,6800.95309395474,7177.75376475488,7379.39978067137,7818.70593240469,8117.04639185786,7395.8734262396,8344.90510312395,8698.13592094395,8809.96335385949,9168.29474681395
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Ecuador,ECU,2391.68004251383,2444.25902868187,2492.22622730745,2472.24896775318,2578.95935355031,2586.06761738802,2501.91557877735,2540.66169170091,2513.00216143129,2553.05924747148,2648.64798630584,2733.31598864156,2787.37877576185,3085.04290357147,3333.36860850118,3595.34513644445,3754.40921384736,3710.30597994154,3815.91235332704,3852.47842136509,3889.17817173943,3999.2219866679,3918.96098102769,3804.53281852482,3803.57698971645,3852.89105504248,3888.31507228661,3785.72228032271,3916.01015186151,3866.16747717704,3919.71758067093,4000.56819787678,4000.03146191686,3996.99377481811,4087.34069011974,4100.68735341031,4093.84154476335,4192.85523208483,4252.04348649475,3979.19293611513,3953.39879728357,4049.0001889951,4174.89793579965,4220.21298466638,4430.23717984188,4589.32849203452,4706.98056823816,4715.30359842555,4939.90215021789,4909.33681705683,5022.20374387205,5359.45724615639,5579.85624282158,5893.32172683036,6055.04172761485,5976.1596805651,5849.13587933672,6104.27253521751,6063.0956178776,5971.38938386723,5355.68934196443,5815.09477390949,6107.49495006543,6174.81822806637,5999.39391066593
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,"Egypt, Arab Rep.",EGY,754.665127408056,773.359952691562,782.464128955335,842.326112348388,915.128632875069,935.954213451495,958.850656911766,942.860658091527,905.16466450931,930.030902264785,959.056055292103,975.172435736887,982.105208413219,993.429316293112,985.86207772329,1048.96951157098,1160.79193679355,1235.69710073247,1309.77615131996,1335.53152120136,1431.40108168965,1495.85483053225,1599.40083221654,1632.38201364179,1738.32577314685,1785.07842980601,1817.07625746528,1835.1134262347,1882.26797772878,1921.85630400049,1972.13789303215,1940.10019358455,1979.02010131221,1989.9792002068,2024.95373805139,2074.8399114013,2133.64804177125,2204.66575942323,2277.28504834543,2361.86425101237,2458.60835003016,2492.03441188721,2498.48121191713,2524.80477192682,2574.42341789124,2635.70305227819,2761.62410769792,2902.06559804963,3052.21297844721,3135.09661303014,3233.84521246786,3222.37650111856,3220.99194203067,3216.3783902629,3235.66246235257,3306.98159414141,3381.22246306207,3452.90961245539,3568.63966286161,3701.2446345188,3770.86947867421,3837.31992324447,4029.78295457978,4111.3118478995,4137.60929232898
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,El Salvador,SLV,..,..,..,..,..,2636.99661875982,2747.27195376382,2816.01216463995,2827.32143813783,2847.56496825494,2858.56429944097,2898.75101500994,3004.66954382527,3077.74959330351,3168.28127650095,3189.0656409164,3278.58861289779,3426.85616236824,3532.98751537256,3320.1122024217,2757.38812393103,2582.45156646321,2392.38390078794,2385.3964125653,2371.58493413585,2339.0115535039,2297.53500731075,2309.06459110733,2305.62179387936,2282.53716167277,2348.20460167761,2341.93382299132,2465.75989060719,2574.95134564317,2670.21278543567,2773.32529027549,2775.04629038695,2842.88487409077,2900.32064261101,2946.4330235012,2964.89346881406,2978.59734844669,3016.06307728602,3057.16467629097,3081.23629665234,3163.36118376833,3302.34817354347,3359.1623024135,3420.44927357444,3337.81150878211,3398.49346060363,3514.069144355,3601.44222914588,3665.1547327058,3713.94992016222,3790.34089108162,3875.84691357954,3954.84014277572,4046.16291720583,4143.11437097867,3808.53195436409,4247.54750394978,4355.96083888359,4489.17787712717,4585.22599757795
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Equatorial Guinea,GNQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,457.608857542671,460.694903212463,443.126779908143,436.571815905833,415.030661056574,443.495676350693,412.631312540002,412.790221907507,407.241360186669,387.128291910418,366.314404747023,349.352882285968,453.637813917068,485.392231712925,545.595470854948,617.294826128754,989.777266733629,2380.32106827232,2833.33184629343,3423.12126162912,3839.08642737128,5882.85050306586,6604.0054631081,7082.65489186921,9208.60566707162,10212.4545051498,10521.9996774827,11594.9172068456,13048.0703050168,12627.862381545,10984.3243932426,11203.9073679091,11650.7196270884,10731.6455729191,10363.4872473549,9068.91003238645,7971.83401904573,7259.10936454803,6578.90039765711,6018.12066321865,5575.26241511492,5487.92479201992,5524.24312418579,5118.21986148331,5041.94038551173
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Eritrea,ERI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,642.072233527209,705.988405158037,829.915037227268,806.702995328956,838.660572635214,895.033773452053,899.082974199102,886.053679218386,845.132430060544,893.268735439193,889.009113592982,830.379672282601,808.591420184592,809.794793468889,789.402432018085,789.072701743247,693.398874212494,702.430936480778,703.877374381654,751.374899794668,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Estonia,EST,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9341.22561480009,8637.20598149255,6934.17066642789,6706.56000129024,6738.99914418874,7170.94607721168,7637.25708286963,8732.99085657194,9199.93534127632,9133.89593384355,10006.7696280939,10662.9455020331,11474.6622721923,12424.0441535693,13348.5284463324,14703.6179707772,16234.5152041417,17543.4661785723,16688.997772178,14274.8511086787,14657.939813612,15820.922342204,16460.6843479001,16809.5326683781,17413.6867560212,17722.1557669523,18264.9873304279,19270.8141210511,19914.3454922878,20579.8756732376,19946.945696898,21351.3954794853,21080.6531409009,20123.4227027316,20046.0298759116
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Eswatini,SWZ,..,..,..,..,..,..,..,..,..,..,910.784208429199,1008.60294852022,1034.53753012706,1096.6435151894,1126.81525902092,1246.40998870135,1183.4933205344,1157.79192192753,1135.13787682105,1132.37989283727,1231.85117109818,1366.04547510364,1336.88546580947,1309.21650135762,1345.32723351628,1346.09900331122,1452.49839878611,1601.28376544207,1629.70175790553,1756.64800104808,2041.48164515822,1995.61859906821,1983.08126044872,1985.94278077641,2033.84108765919,2133.69858719419,2172.23324650355,2202.2689236188,2230.7681479368,2271.79977854135,2288.1859079469,2291.0910767816,2372.53399061179,2447.82157729362,2521.26197648362,2657.98544901873,2803.19134323489,2910.69700039141,2914.87429866549,2941.57575783243,3035.32777964884,3086.37215510448,3235.47890805132,3342.18695835877,3371.35427308353,3420.75357067279,3559.85099149342,3584.61802626857,3560.81449068718,3742.38415901165,3596.06416104047,3676.8490229898,3680.42326804666,3771.33819773849,3832.56834216458
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Ethiopia,ETH,..,240.267722018069,244.424431692123,248.969086386249,252.419740478843,259.915857989767,271.60348215663,275.270284643403,278.861265577108,275.061434693947,276.902884011507,287.023195789028,291.268461064723,298.112378618236,300.010118382265,296.414426867228,289.454156996896,291.670235643472,294.622554732376,287.089780464543,303.847990909372,309.296010987799,300.24593712377,316.020252495738,299.134295590365,258.416525420403,275.128117611222,302.765063691614,292.637021285122,280.592968440485,277.768887497322,247.009335840842,216.292535524802,236.266715425068,235.4623750444,241.526301068537,262.724718922724,262.411339258283,245.504476745904,250.235771300168,257.412698845664,270.451435406908,266.316614456911,252.806674812798,278.648105685268,302.475022727211,325.543392093065,352.360703147015,379.238310448137,401.068729929542,438.78661648794,474.159034335212,500.91935528473,539.072451759432,578.632922927814,621.845673808133,662.32729587522,706.164227383539,734.227726647201,774.512169656681,799.47559527955,822.305881122416,843.648005300445,876.168528913325,916.294136810201
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,44623.0315871975,42378.2165335393,42333.5215714088,43946.251738291,47303.8655939098,50120.7530887167,52644.7898999399,52635.0375463609,52757.3960429144,53831.0294952424,54433.5931539501,56028.4173545459,54299.5934165413,56495.2991897127,57829.4905587025,58711.4748690929,..
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Fiji,FJI,2135.00105878315,2143.81526502037,2153.38612356857,2219.48310152695,2256.38661484794,2129.25178551159,2068.36187305753,2286.316195918,2413.46577481769,2424.80442802394,2679.36141139878,2811.3707688654,2970.33175273769,3263.55933965875,3299.67026025868,3268.68433677138,3302.90292538947,3426.10601182162,3408.49389477843,3735.04197584409,3588.63390261933,3725.85925523999,3420.1735595179,3206.53995665644,3392.64401369916,3159.91257016951,3333.21187945192,3066.12840815133,3062.15306450557,3257.20435665787,3414.95053196367,3295.72685663525,3471.43143724941,3522.84228065119,3682.00013774057,3755.26833560298,3910.82963547547,3785.466848893,3787.48702167735,4073.37708743896,3960.88903149999,3998.79729208866,4086.10434130576,4087.72449101022,4264.59723774175,4255.45097421846,4295.40679748343,4223.44800626706,4240.77265686856,4164.29314800855,4272.35915090198,4375.58085420338,4427.97844455036,4630.35126544716,4883.24300436249,5097.53106864695,5218.85823412744,5500.67840152348,5720.21447177107,5701.10435269429,4729.3813108251,4489.96060809938,5362.78680848613,5736.82886448243,5926.74107099777
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Finland,FIN,11153.7786172296,11917.5854933381,12189.7889339765,12501.53941724,13083.4676780612,13731.4119088192,14004.6459933912,14231.1051616385,14493.6699352119,15893.3097483357,17145.4187747689,17527.3886120219,18771.158896405,19968.3795286842,20507.0182141903,20784.6883614587,20793.4910663419,20785.0684867374,21330.5987748157,22791.4236217199,23945.0603707378,24150.5782368449,24756.9389223507,25373.6804022849,26052.7867322716,26862.7992099895,27513.38864514,28412.4497948666,29811.9509398364,31214.6750164216,31291.5222587198,29290.9773950558,28162.3512348846,27807.8614663327,28785.9195720485,29890.5243289925,30883.8347237846,32762.1179107575,34457.4555939742,35886.4949080548,37872.6020343504,38784.1308115726,39343.0698997627,40038.9839702277,41521.962874476,42529.3506920884,44069.3958834717,46213.6898975737,46359.8732844055,42412.5133513534,43556.5385834368,44391.4535667984,43507.9345371578,42883.6384986417,42502.4880199858,42560.3456767103,43529.6761616969,44862.220404205,45337.2409550575,45898.5708448954,44690.9801103074,45792.0454180872,46016.1492103929,45353.4530466713,44855.3304642764
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,France,FRA,10733.3038899459,11133.1470686108,11779.2903955997,12384.5365831477,13040.5666998507,13537.0486196745,14119.5206405049,14690.8074721676,15227.4770152884,16176.7441012594,17024.1166966733,17763.4267121853,18407.1540107699,19465.8926495506,20244.6170738093,19922.0019480375,20707.7547183879,21347.5558418814,22078.7228161384,22792.2359498683,23050.9255953042,23186.7612665684,23666.5121788084,23836.4018927227,24102.0176176027,24358.1382748825,24813.0302579158,25308.620924146,26374.1221811161,27372.0534763161,27992.9751471374,28197.2359540607,28482.5194675509,28257.0962487817,28822.5006495069,29379.6158424052,29683.7786067651,30325.522871824,31256.5073830655,32152.7207478734,33255.1379642335,33640.6738002565,33753.5782979758,33840.6175720101,34557.1471111581,34946.0372494703,35645.4162427116,36322.1685141004,36257.3658930938,35052.8510772683,35578.1968010183,36269.9561530888,36161.2918253465,36256.086680981,36444.3949089146,36702.4323733379,36920.5342846914,37580.5979329356,38062.4435961412,38705.2072940618,35709.2045925926,38030.8571685178,38881.2230613595,39117.4845032233,39441.2610467049
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,French Polynesia,PYF,..,..,..,..,..,22551.4207622336,23889.2801942621,21996.5927710196,24425.352753903,22958.074991764,22533.6271085673,24396.1826734873,22498.9843409954,23481.7486775955,26842.4394459444,24748.5205023394,25989.8595696272,25747.4034494186,27425.7253266427,27609.580614755,26874.2991438109,26725.4158088119,26341.0551801214,26176.683754784,26078.0110684892,25129.1871483302,27814.2610581472,27460.4917774246,25828.9031876603,25798.1160369159,25307.7045477138,25731.776022059,24899.5108111715,24158.449666239,23373.7127446694,22928.4986555237,22434.729936296,22051.9807859615,22071.0627604129,22136.2587286349,22498.8285530328,22076.5919162624,21932.9195333418,22055.6419702196,21919.9410589378,21661.4244664054,21545.5997136473,21648.532237682,21493.4178311249,20499.7723032831,19913.0252687915,19241.6437951625,18968.4422157904,18930.1268887012,18928.1858620128,19166.9594761931,19516.0718353276,20287.7685831663,20687.4899594195,21305.5211608622,19790.8686331117,20163.2925023796,21019.8374847547,21592.7969445558,..
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Gabon,GAB,3311.29693814036,3756.64160763217,3987.37302717701,4176.14999511174,4307.94711821812,4601.58264952403,4738.29146948499,4857.54224653835,4899.79966024679,5195.79922572595,5527.63605078666,5969.45075181197,6511.21796044723,7026.71576594733,9594.10323180831,11184.7241895352,14823.8829930465,12653.3137502918,9377.06283780252,9187.35765811771,9182.52680219592,9399.27026015795,8866.93461619978,9113.43670535789,9533.31659324811,9058.4995497615,8741.05138607781,7044.15674885946,7730.9357484059,8162.58240779554,8354.26309000876,8627.38985737905,8138.86821905371,8237.7433874389,8322.61010843084,8514.94009899596,8603.00813400361,8870.12550864019,8949.1211008365,7944.64517936466,7596.09970650519,7556.76995314898,7338.75620613605,7301.67154442842,7148.98713447497,7130.22505771754,6724.08148977274,6908.67399162999,6468.38523357609,6264.83611480154,6481.49612073562,6699.23394606512,6803.22668079211,6938.25753862236,6998.60545439576,7047.12654634355,6991.3251446736,6840.05959347802,6724.5961429108,6817.56879468764,6534.27966529444,6479.0490069252,6527.48207901861,6541.69710787282,6618.78692368246
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,"Gambia, The",GMB,..,..,..,..,..,..,541.080188773137,526.393360555569,560.868340169724,558.54686424948,576.3284949378,559.62991364986,544.839051932197,577.941930022901,594.161379584551,648.280119394208,674.974030161572,676.455417537658,696.184905331213,664.353754557366,682.144429383382,680.763235791179,652.066636208096,696.849478073282,694.302648852541,662.008143550023,662.002325492942,651.245092357426,653.000030965074,663.331309889547,658.711165332156,651.229615381431,646.421031932611,641.918738488002,622.551318791124,609.618491441846,605.40992484126,617.297597679527,621.226058231623,642.873705091153,659.911237641141,679.539755947951,640.03893213613,665.834222326194,693.563314497133,658.676285443081,636.596026908866,637.20930597537,657.675679192228,681.433469086571,701.014524591061,625.464360270983,639.139881889048,638.522368532214,611.879472952196,619.536364296461,615.193365494386,628.777299272925,658.127833258563,682.797642940426,670.758642891251,689.49323955737,710.686979384658,727.838723407125,752.336018219393
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Georgia,GEO,1438.21569444633,1484.57936873597,1536.95623492798,1578.11918589518,1640.50449433996,1789.99342199708,1902.99606549797,2002.25561911472,2072.58285278926,2151.35584495054,2387.46810183883,2421.14178156344,2464.77210236436,2601.53891669817,2806.25364402928,2991.21007276643,3150.85725796529,3345.20714904597,3572.82135997741,3808.01905885908,3948.86535079512,4122.87659127008,4169.97924413232,4311.29871587326,4506.66813674822,4688.0718652506,4266.72494637357,4285.87259530389,4479.40018281131,4146.2568079811,3534.03227732782,2768.81016089293,1513.85017404463,1062.09528080207,966.419596225484,1029.48054628347,1187.123206219,1354.78352202066,1431.79336069224,1503.46298776734,1561.19867638847,1661.83019106421,1768.5970116888,1977.46143338741,2105.00472843799,2321.60084285163,2554.81253503914,2891.13702331846,2970.15858282428,2887.25607935922,3090.06513662318,3362.1030031968,3609.780798626,3806.50600649051,3960.35080091901,4086.6223465965,4225.09154904806,4442.50744127374,4713.65354845303,4975.81148194814,4659.60925318234,5175.19865185825,5736.30449578597,6180.6206023429,6840.0090445366
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Germany,DEU,12600.3273992412,13041.1594720849,13524.6491075732,13766.5355388815,14562.8358894503,15196.3266164578,15493.8283796101,15372.215013494,16171.5531455437,17233.9697062465,18053.2877696478,18584.7134179179,19291.3926821626,20149.4771457641,20320.900896451,20220.0209844016,21311.9450152475,22075.2189133832,22759.1492956686,23693.2601863037,23977.2698576818,24067.4825489522,23995.2661838189,24436.5473264161,25213.38204825,25858.0588621429,26437.4177349407,26766.9600591944,27651.0362699101,28507.1621309974,29747.6909354385,31040.2935634693,31425.6476019368,30915.8728850114,31609.1102824496,31990.7949834569,32229.4778712612,32779.2802466297,33461.3192177074,34152.0032259735,35087.0891588694,35601.3628316391,35460.4121391449,35252.9745130135,35670.4870225493,36006.8578127742,37437.3918784909,38570.9146369495,38996.1434106777,36927.1920288238,38517.4397880176,40712.6577301892,40829.0348938423,40875.0262868442,41588.0763814971,41911.0109851054,42528.0637054999,43520.1864273682,43874.0130996238,44207.6320584483,42362.6472083477,43898.7713207389,44180.4298386858,44008.131158562,44108.7012570242
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Ghana,GHA,1100.76305218242,1106.49456785536,1124.53316411011,1146.37281080406,1144.13832736884,1132.30702640524,1058.32348060355,1064.83941805326,1043.06652540406,1078.40357133549,1152.05176710267,1179.06074375302,1117.82315272421,1117.34245836667,1159.77576208586,986.613046328261,924.779241630551,918.336702049617,966.366546263631,913.729023099301,891.578049368905,836.509660283615,756.294499573179,700.396045771895,741.569874205891,762.747783660855,784.937923659407,803.929610179043,829.017387585837,849.686579158456,855.85250708181,878.63570406594,890.313174799419,910.722897752222,918.428722656692,933.895311664356,954.325387944775,970.995739362631,992.20631798932,1010.88194916348,1022.27520714566,1035.22666053257,1052.46591644399,1077.69990866645,1108.30475353633,1143.31178934301,1185.26570738595,1205.31705804209,1282.63416886747,1311.63053760125,1381.2279503506,1537.81834019283,1640.54072088003,1718.59704769958,1726.36930134647,1722.77282833606,1740.81101902928,1841.44636153249,1915.4532323781,1999.55372220211,1970.19411460398,2030.04866500967,2067.20895910766,2091.8133564595,2169.66527337072
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Greece,GRC,4985.76049516035,5599.4972624979,5586.54223274246,6225.1293347158,6786.24148561981,7481.90330099547,7909.24507897853,8289.86933775607,8829.42258970423,9814.49791967552,10666.6208776244,11453.2123477243,12535.1276831236,13488.1243950179,12573.3482017471,13248.9212623097,13938.5385978162,14162.9910906399,14993.6891417866,15293.9313177537,15246.994403616,14876.1172004964,14617.2352230695,14375.6996589942,14591.8630536729,14900.0862258833,14927.7613419499,14541.8603092112,15110.414666476,15602.9733207597,15438.7937023583,15727.4735434744,15717.04638162,15374.8626265369,15604.0339944242,15857.4161930856,16005.9511569711,16501.0316491318,16973.8293714071,17358.4346978294,18002.9064613985,18742.4235780691,19548.3677447396,20632.2557041942,21688.1050959558,21880.5265835801,23220.5324419197,23973.6936091313,23923.8800731311,22878.1346644397,21547.724178239,19448.255802525,17924.6620496886,17644.8766635021,17903.5252440012,17980.7298238137,18049.928997892,18352.0884461258,18769.0389621976,19216.6759579785,17486.951333323,19232.9683327114,20595.4952639016,21139.1917042145,21654.3443122365
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Greenland,GRL,..,..,..,..,..,..,..,..,..,..,15375.1866638299,17088.6844499834,17731.0750292335,18667.3128228197,19533.1987515075,19619.7941752242,20747.1496877618,22714.6391462067,24179.2062679611,25149.988701843,27005.3259668971,26758.5557170795,25327.608421672,25901.4739745512,24280.2581215331,24931.4968474838,26551.2406001603,27705.0620966198,28883.818146464,30528.8015621406,26805.5496974442,26823.378375534,25544.2992633194,24303.8982888635,25604.5956883247,26416.5165028368,26772.6138141762,27117.3732945796,29169.0465812684,29570.9623369365,31623.0591501943,31914.1710964481,31483.6074780094,32787.9680355213,34961.9356097257,36681.8055890619,38828.8524943222,39896.875364094,42527.6668469766,42899.7441985862,43481.5161087805,42994.8790874739,43655.7004664255,43338.3839246907,45545.1429414917,44536.3549705377,46561.7831434013,46597.9452470348,47012.9860350276,48170.7896955512,48169.9406957389,48709.9339758895,49679.3365414895,49929.7755428605,..
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Grenada,GRD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3040.04156420967,3226.0984894223,3435.90423536845,3451.94417701718,3523.01454992859,3655.44815778464,3765.69268144747,3877.60851229182,4083.26775949669,4346.32354009777,4705.94265134243,4807.01372985656,4947.21594941974,5102.69172981553,5130.48257478522,5046.3110720505,4909.77076444883,4956.32245138997,5026.24215573734,5213.43103712383,5438.0445822801,6036.15899808614,6409.14591451052,6677.1265230922,6509.51660313374,6707.36873532777,7309.78547094579,7233.29494434962,8162.91232124727,7808.24358323434,8257.36225682689,8307.49221491819,7733.12990600058,7670.71165827663,7695.37616017287,7559.5628483956,7688.75297701343,8206.62862112333,8694.12438005692,8983.68397337899,9357.40728883583,9744.16919577204,9785.56040240592,8413.28335500372,8781.46248494156,9406.19337643226,9832.25221076638,10184.4028875327
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Guam,GUM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,29576.221681311,29685.9531745657,31483.8141949558,32520.3729565352,31242.462900947,31385.0475162113,31941.2706025874,31988.7229358255,32644.1484056205,32665.3787483379,33404.9317636913,34044.3190415455,34755.2691107298,35165.7014644795,35373.8483143417,35850.9025520506,35731.2203743081,36830.1264410973,32884.8852646787,33239.4846327875,34627.9862781837,..,..
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Guatemala,GTM,1884.56056443374,1908.02908481676,1917.85323306065,2040.17130967918,2073.58812390759,2102.46662525948,2156.03832336216,2182.52498344355,2309.26040650702,2354.71144252896,2424.59976386119,2494.62949065215,2609.48872914818,2715.38695548122,2816.2639220601,2802.06425237779,2944.83083753657,3105.80777543407,3181.4680360863,3249.09614425271,3287.02403163916,3226.25966145647,3041.61606202344,2891.73069046532,2825.7206890401,2730.14361973812,2659.14135570998,2678.4880559523,2705.89964234904,2734.5568490264,2741.53805545416,2765.88205583741,2823.67204927184,2857.29620783721,2894.43108551789,2958.34832038808,2967.99349376183,3019.28714718742,3089.97586395315,3129.12068308331,3165.93228427232,3166.2034225502,3213.26828192736,3222.15459091458,3250.20396755362,3284.8096223167,3388.14993663631,3527.77817138578,3569.92850926098,3516.19217683281,3546.62571493701,3621.37399426819,3655.57305351208,3717.30452279907,3809.61576952923,3893.50522093509,3924.77883374916,3972.74046241476,4040.21201847257,4139.12192015295,4005.83899362197,4268.62845750072,4385.14877653813,4470.70711139938,4563.09576501374
